species	clade	island	latitude	longitude	elevation.m	svl.mm
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	52.975
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	52.945
A.homolechis	sagrei	Cuba	20.349	-74.5	6	52.895
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	52.855
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	52.805
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	52.795
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	52.705
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	52.665
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	52.595
A.homolechis	sagrei	Cuba	22.4492	-84.0982	74	52.59
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	52.57
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	52.53
A.homolechis	sagrei	Cuba	20.349	-74.5	6	52.525
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	52.395
A.homolechis	sagrei	Cuba	20.15	-74.6833	750	52.37
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	52.32
A.homolechis	sagrei	Cuba	20.349	-74.5	6	52.22
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	52.19
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	52.185
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	51.935
A.homolechis	sagrei	Cuba	22.4492	-84.0982	74	51.905
A.homolechis	sagrei	Cuba	22.4667	-80.4667	44	51.795
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	51.74
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	51.725
A.homolechis	sagrei	Cuba	20.7259	-77.842	10	51.58
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	51.575
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	51.53
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	51.495
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	51.495
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	51.455
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	51.355
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	51.345
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	51.28
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	51.245
A.homolechis	sagrei	Cuba	20.15	-74.6833	750	51.2
A.homolechis	sagrei	Cuba	19.9268	-75.1262	10	51.19
A.homolechis	sagrei	Cuba	22.2025	-84.0875	20	51.125
A.homolechis	sagrei	Cuba	22.3	-83.4	9	51.115
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	51.055
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	51.005
A.homolechis	sagrei	Cuba	22.4492	-84.0982	74	50.905
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	50.82
A.homolechis	sagrei	Cuba	22.4392	-83.9283	94	50.82
A.homolechis	sagrei	Cuba	19.9268	-75.1262	10	50.69
A.homolechis	sagrei	Cuba	21.3209	-78.5356	3	50.62
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	50.465
A.homolechis	sagrei	Cuba	20.7423	-77.9246	4	50.445
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	50.435
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	50.425
A.homolechis	sagrei	Cuba	21.4443	-77.0408	7	50.415
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	50.33
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	50.25
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	50.195
A.homolechis	sagrei	Cuba	20.15	-76.75	155	50.19
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	50.135
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	50.135
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	50.13
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	50.11
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	50.09
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	50.08
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	50.045
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	50.005
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	49.995
A.homolechis	sagrei	Cuba	20.0489	-75.9469	106	49.98
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	49.975
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	49.92
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	49.87
A.homolechis	sagrei	Cuba	21.3811	-77.0408	5	49.845
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	49.835
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	49.82
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	49.79
A.homolechis	sagrei	Cuba	21.9333	-80	603	49.7
A.homolechis	sagrei	Cuba	20.85	-77.1833	37	49.63
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	49.625
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	49.615
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	49.6
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	49.59
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	49.57
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	49.565
A.homolechis	sagrei	Cuba	21.9333	-80	603	49.55
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	49.54
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	49.53
A.homolechis	sagrei	Cuba	20.7259	-77.842	10	49.47
A.homolechis	sagrei	Cuba	20.7259	-77.842	10	49.465
A.homolechis	sagrei	Cuba	22.4392	-83.9283	94	49.435
A.homolechis	sagrei	Cuba	21.372	-77.0408	5	49.43
A.homolechis	sagrei	Cuba	22.5047	-83.4358	43	49.4
A.homolechis	sagrei	Cuba	20.3667	-77.05	6	49.38
A.homolechis	sagrei	Cuba	19.9268	-75.1262	10	49.295
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	49.195
A.homolechis	sagrei	Cuba	21.4443	-77.0408	7	49.18
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	49.175
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	49.16
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	49.105
A.homolechis	sagrei	Cuba	20.7423	-77.9246	4	49.085
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	49.04
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	48.905
A.homolechis	sagrei	Cuba	22.5047	-83.4358	43	48.835
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	48.815
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	48.81
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	48.62
A.homolechis	sagrei	Cuba	21.372	-77.0408	5	48.61
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	48.605
A.homolechis	sagrei	Cuba	20.6272	-75.0961	7	48.555
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	48.535
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	48.525
A.homolechis	sagrei	Cuba	20.349	-74.5	6	48.51
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	48.505
A.homolechis	sagrei	Cuba	22.4492	-84.0982	74	48.455
A.homolechis	sagrei	Cuba	21.4353	-77.0408	9	48.4
A.homolechis	sagrei	Cuba	20.349	-74.5	6	48.395
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	48.395
A.homolechis	sagrei	Cuba	22.9482	-82.7406	61	48.395
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	48.37
A.homolechis	sagrei	Cuba	21.3209	-78.5356	3	48.35
A.homolechis	sagrei	Cuba	20.5819	-75.2414	16	48.33
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	48.27
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	48.245
A.homolechis	sagrei	Cuba	20.85	-77.1833	37	48.21
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	48.205
A.homolechis	sagrei	Cuba	20.349	-74.5	6	48.175
A.homolechis	sagrei	Cuba	19.9268	-75.1262	10	48.14
A.homolechis	sagrei	Cuba	23.0367	-82.3768	77	48.135
A.homolechis	sagrei	Cuba	21.3811	-77.0408	5	48.065
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	48.02
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	48
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	47.995
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	47.99
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.99
A.homolechis	sagrei	Cuba	21.3209	-78.5356	3	47.915
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	47.875
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.84
A.homolechis	sagrei	Cuba	20.3667	-77.05	6	47.835
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.78
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	47.74
A.homolechis	sagrei	Cuba	20.15	-76.75	155	47.51
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.51
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	47.495
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	47.46
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.435
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	47.41
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.41
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	47.275
A.homolechis	sagrei	Cuba	21.3209	-78.5356	3	47.22
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	47.205
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	47.11
A.homolechis	sagrei	Cuba	21.4443	-77.0408	7	47.085
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	47.06
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	46.96
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	46.89
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	46.89
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	46.86
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	46.65
A.homolechis	sagrei	Cuba	20.7594	-77.9481	7	46.47
A.homolechis	sagrei	Cuba	19.9833	-76.8333	1136	46.46
A.homolechis	sagrei	Cuba	23.0367	-82.3768	77	46.255
A.homolechis	sagrei	Cuba	20.3667	-77.05	6	46.23
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	46.18
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	46.165
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	46.115
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	46.045
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	46.035
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	45.96
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	45.95
A.homolechis	sagrei	Cuba	22.4492	-84.0982	74	45.81
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	45.79
A.homolechis	sagrei	Cuba	23.0367	-82.3768	77	45.735
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	45.705
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	45.66
A.homolechis	sagrei	Cuba	20.1382	-74.2402	234	45.61
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	45.6
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	45.525
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	45.44
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	45.16
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	45.075
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	44.655
A.homolechis	sagrei	Cuba	20.85	-77.1833	37	44.2
A.homolechis	sagrei	Cuba	21.4082	-77.0408	6	44.17
A.homolechis	sagrei	Cuba	21.84	-79.0231	69	44.005
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	43.805
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	43.61
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	43.55
A.homolechis	sagrei	Cuba	22.9482	-82.7406	61	43.355
A.homolechis	sagrei	Cuba	22.4106	-83.9708	84	43.32
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	43.035
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	42.945
A.homolechis	sagrei	Cuba	21.4262	-77.0408	8	42.475
A.homolechis	sagrei	Cuba	22.4667	-80.4667	44	42.455
A.homolechis	sagrei	Cuba	21.3811	-77.0408	5	42.395
A.homolechis	sagrei	Cuba	20.3667	-77.05	6	42.275
A.homolechis	sagrei	Cuba	21.6667	-77.5167	15	42.145
A.homolechis	sagrei	Cuba	20.15	-76.75	155	42.11
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	42.025
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	41.675
A.homolechis	sagrei	Cuba	22.9114	-81.8561	156	41.025
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	40.945
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	40.59
A.homolechis	sagrei	Cuba	21.2875	-78.019	95	40.59
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	39.27
A.homolechis	sagrei	Cuba	23.0367	-82.3768	77	38.76
A.homolechis	sagrei	Cuba	21.9136	-80.0219	734	37.83
A.homolechis	sagrei	Cuba	20.1453	-75.2061	51	36.935
A.jubar	sagrei	Cuba	19.9268	-75.1262	10	57.175
A.jubar	sagrei	Cuba	19.9268	-75.1262	10	54.955
A.jubar	sagrei	Cuba	20.9625	-75.7186	36	53.98
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	53.775
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	53.505
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	53.47
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	53.295
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	52.89
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	52.645
A.jubar	sagrei	Cuba	21.1097	-75.9333	8	52.345
A.jubar	sagrei	Cuba	20.9625	-75.7186	36	52.175
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	51.65
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	51.27
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	51.165
A.jubar	sagrei	Cuba	21.6167	-77.85	119	50.68
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	50.55
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	50.455
A.jubar	sagrei	Cuba	21.6167	-77.85	119	50.255
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	50.21
A.jubar	sagrei	Cuba	21.5994	-77.7858	107	50.04
A.jubar	sagrei	Cuba	21.6167	-77.85	119	50.015
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	49.975
A.jubar	sagrei	Cuba	21.5617	-77.0408	4	49.905
A.jubar	sagrei	Cuba	21.6167	-77.85	119	49.41
A.jubar	sagrei	Cuba	21.5994	-77.7858	107	49.4
A.jubar	sagrei	Cuba	20.9625	-75.7186	36	49.28
A.jubar	sagrei	Cuba	21.6167	-77.85	119	49.175
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	49.05
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	48.945
A.jubar	sagrei	Cuba	21.5994	-77.7858	107	48.875
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	48.695
A.jubar	sagrei	Cuba	19.9189	-75.1217	32	48.51
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	48.045
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	47.595
A.jubar	sagrei	Cuba	21.6167	-77.85	119	47.43
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	47.36
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	47.08
A.jubar	sagrei	Cuba	19.9268	-75.1262	10	46.9
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	46.775
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	46.67
A.jubar	sagrei	Cuba	21.6167	-77.85	119	46.615
A.jubar	sagrei	Cuba	19.9268	-75.1262	10	46.595
A.jubar	sagrei	Cuba	21.5994	-77.7858	107	45.2
A.jubar	sagrei	Cuba	21.6828	-77.9089	64	39.82
A.jubar	sagrei	Cuba	20.9625	-75.7186	36	37.45
A.mestrei	sagrei	Cuba	22.4492	-84.0982	74	55.09
A.mestrei	sagrei	Cuba	22.6667	-83.7167	189	55.075
A.mestrei	sagrei	Cuba	22.4106	-83.9708	84	53.07
A.mestrei	sagrei	Cuba	22.4492	-84.0982	74	51.845
A.mestrei	sagrei	Cuba	22.4492	-84.0982	74	51.695
A.mestrei	sagrei	Cuba	22.4492	-84.0982	74	51.295
A.mestrei	sagrei	Cuba	22.3	-83.4	9	46.695
A.mestrei	sagrei	Cuba	22.4106	-83.9708	84	45.875
A.mestrei	sagrei	Cuba	22.4392	-83.9283	94	44.5
A.mestrei	sagrei	Cuba	22.4492	-84.0982	74	41.765
A.mestrei	sagrei	Cuba	22.4106	-83.9708	84	41.695
A.mestrei	sagrei	Cuba	22.4492	-84.0982	74	37.235
A.mestrei	sagrei	Cuba	22.4106	-83.9708	84	37.215
A.ophiolepis	sagrei	Cuba	20.1453	-75.2061	51	40.365
A.ophiolepis	sagrei	Cuba	22.4106	-84.1165	151	38.1
A.ophiolepis	sagrei	Cuba	21.3833	-78.0034	109	35.845
A.ophiolepis	sagrei	Cuba	21.6408	-77.8867	75	35.02
A.ophiolepis	sagrei	Cuba	21.3959	-78.019	99	34.42
A.ophiolepis	sagrei	Cuba	22.2025	-83.9905	110	34.41
A.ophiolepis	sagrei	Cuba	22.4106	-84.1165	151	34.275
A.ophiolepis	sagrei	Cuba	21.3833	-78.0034	109	34.25
A.ophiolepis	sagrei	Cuba	20.85	-77.1833	37	33.54
A.ophiolepis	sagrei	Cuba	22.2025	-83.9905	110	33.465
A.ophiolepis	sagrei	Cuba	22.4106	-84.1165	151	33.325
A.ophiolepis	sagrei	Cuba	22.2025	-83.9905	110	32.495
A.ophiolepis	sagrei	Cuba	21.3959	-78.019	99	31.755
A.quadriocellifer	sagrei	Cuba	21.8631	-84.9498	10	49.895
A.quadriocellifer	sagrei	Cuba	21.8631	-84.9498	10	47.54
A.quadriocellifer	sagrei	Cuba	21.9251	-84.4844	16	44.465
A.quadriocellifer	sagrei	Cuba	21.9251	-84.4844	16	42.785
A.quadriocellifer	sagrei	Cuba	21.9337	-84.5417	18	40.47
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	60.565
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	60.56
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	59.15
A.rubribarbus	sagrei	Cuba	21.8631	-84.9498	10	58.99
A.rubribarbus	sagrei	Cuba	20.6409	-74.8728	38	58.25
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	57.88
A.rubribarbus	sagrei	Cuba	20.6409	-74.8728	38	57.4
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	56.12
A.rubribarbus	sagrei	Cuba	20.6409	-74.8728	38	54.63
A.rubribarbus	sagrei	Cuba	20.6409	-74.8728	38	54.505
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	53.76
A.rubribarbus	sagrei	Cuba	20.6409	-74.8728	38	53.515
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	51.515
A.rubribarbus	sagrei	Cuba	20.6569	-74.9403	10	49.285
A.rubribarbus	sagrei	Cuba	20.5819	-75.2414	16	47.15
A.rubribarbus	sagrei	Cuba	20.6409	-74.8728	38	46.195
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	61.635
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	60.425
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	60.275
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	60.205
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	60.185
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	58.06
A.sagrei	sagrei	Cuba	20.5819	-75.2414	16	57.85
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	57.8
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	57.705
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	57.52
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	57.485
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	57.24
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	57.02
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	56.99
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	56.895
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	56.71
A.sagrei	sagrei	Cuba	20.6272	-75.0961	7	56.62
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	56.56
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	56.38
A.sagrei	sagrei	Cuba	21.8631	-84.9498	10	56.135
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	56.01
A.sagrei	sagrei	Cuba	20.5819	-75.2414	16	55.73
A.sagrei	sagrei	Cuba	21.9166	-77.9333	4	55.66
A.sagrei	sagrei	Cuba	22.6667	-83.7167	189	55.585
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	55.565
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	55.42
A.sagrei	sagrei	Cuba	22.6667	-83.7167	189	55.335
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	55.27
A.sagrei	sagrei	Cuba	21.9166	-77.9333	4	55.235
A.sagrei	sagrei	Cuba	22.6667	-83.7167	189	55.235
A.sagrei	sagrei	Cuba	22.8911	-82.4992	55	55
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	54.82
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	54.685
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	54.625
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	54.575
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	54.495
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	54.38
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	54.365
A.sagrei	sagrei	Cuba	21.3833	-78.0034	109	54.26
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	54.24
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	54.15
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	53.74
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	53.565
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	53.5
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	53.49
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	53.29
A.sagrei	sagrei	Cuba	22.3201	-83.4216	13	53.285
A.sagrei	sagrei	Cuba	20.7658	-77.9413	7	53.265
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	53.2
A.sagrei	sagrei	Cuba	21.9333	-80	603	53.15
A.sagrei	sagrei	Cuba	20.7594	-77.9481	7	53.125
A.sagrei	sagrei	Cuba	22.6467	-83.3697	66	53.05
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	53.035
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	52.975
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	52.89
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	52.845
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	52.685
A.sagrei	sagrei	Cuba	21.3811	-77.0408	5	52.645
A.sagrei	sagrei	Cuba	21.9333	-80	603	52.52
A.sagrei	sagrei	Cuba	22.6167	-83.35	53	52.485
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	52.38
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	52.22
A.sagrei	sagrei	Cuba	23.0767	-82.43	47	52.195
A.sagrei	sagrei	Cuba	21.3811	-77.0408	5	52.15
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	51.975
A.sagrei	sagrei	Cuba	21.9136	-80.0219	734	51.97
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	51.94
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	51.935
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	51.665
A.sagrei	sagrei	Cuba	23.0767	-82.43	47	51.64
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	51.62
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	51.585
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	51.565
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	51.54
A.sagrei	sagrei	Cuba	21.9333	-80	603	51.395
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	51.38
A.sagrei	sagrei	Cuba	22.8911	-82.4992	55	51.27
A.sagrei	sagrei	Cuba	19.9833	-76.8333	1136	51.23
A.sagrei	sagrei	Cuba	21.4533	-77.0408	11	51.2
A.sagrei	sagrei	Cuba	21.9333	-80	603	51.195
A.sagrei	sagrei	Cuba	22.6667	-83.7167	189	51.15
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	51.13
A.sagrei	sagrei	Cuba	20.0489	-75.9469	106	51.125
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	51.065
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	50.94
A.sagrei	sagrei	Cuba	21.9136	-80.0219	734	50.92
A.sagrei	sagrei	Cuba	22.6467	-83.3697	66	50.915
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	50.875
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	50.82
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	50.75
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	50.69
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	50.69
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	50.66
A.sagrei	sagrei	Cuba	21.4443	-77.0408	7	50.64
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	50.62
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	50.55
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	50.535
A.sagrei	sagrei	Cuba	21.4533	-77.0408	11	50.535
A.sagrei	sagrei	Cuba	21.9136	-80.0219	734	50.53
A.sagrei	sagrei	Cuba	22.3201	-83.4216	13	50.505
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	50.485
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	50.46
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	50.44
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	50.415
A.sagrei	sagrei	Cuba	21.9166	-77.9333	4	50.36
A.sagrei	sagrei	Cuba	19.9833	-76.8333	1136	50.33
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	50.15
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	50.135
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	50.08
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	49.995
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	49.95
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	49.945
A.sagrei	sagrei	Cuba	23.1136	-81.8744	27	49.85
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	49.615
A.sagrei	sagrei	Cuba	21.9667	-80.15	884	49.61
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	49.55
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	49.49
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	49.465
