species	clade	island	latitude	longitude	elevation.m	svl.mm
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	49.35
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	49.31
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	49.24
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	49.21
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	49.21
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	49.13
A.sagrei	sagrei	Cuba	21.3833	-78.0034	109	49.12
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	49.08
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	49.05
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	49.05
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	49.03
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	49.03
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	48.975
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	48.72
A.sagrei	sagrei	Cuba	21.9667	-80.15	884	48.715
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	48.71
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	48.675
A.sagrei	sagrei	Cuba	22.3201	-83.4216	13	48.63
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	48.55
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	48.48
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	48.43
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	48.355
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	48.16
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	48.1
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	48.095
A.sagrei	sagrei	Cuba	22.6467	-83.3697	66	48.075
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	47.965
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	47.9
A.sagrei	sagrei	Cuba	20.0489	-75.9469	106	47.855
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	47.83
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	47.645
A.sagrei	sagrei	Cuba	22.9036	-83.1592	21	47.355
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	47.23
A.sagrei	sagrei	Cuba	21.9333	-80	603	47.13
A.sagrei	sagrei	Cuba	21.3833	-78.0034	109	47.04
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	46.9
A.sagrei	sagrei	Cuba	21.4533	-77.0408	11	46.86
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	46.735
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	46.64
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	46.605
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	46.49
A.sagrei	sagrei	Cuba	21.3833	-78.0034	109	46.385
A.sagrei	sagrei	Cuba	21.4262	-77.0408	8	46.305
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	46.265
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	46.2
A.sagrei	sagrei	Cuba	23.1536	-81.2514	2	46.16
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	46.12
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	46.065
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	45.915
A.sagrei	sagrei	Cuba	20.0633	-75.8075	65	45.87
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	45.87
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	45.845
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	45.81
A.sagrei	sagrei	Cuba	20.85	-77.1833	37	45.69
A.sagrei	sagrei	Cuba	20.0247	-75.8219	52	45.525
A.sagrei	sagrei	Cuba	20.1167	-75.0361	207	45.46
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	45.43
A.sagrei	sagrei	Cuba	21.6408	-77.8867	75	45.42
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	45.355
A.sagrei	sagrei	Cuba	20.9625	-75.7186	36	45.29
A.sagrei	sagrei	Cuba	21.9667	-84.1461	6	45.08
A.sagrei	sagrei	Cuba	20.0633	-75.8075	65	45.02
A.sagrei	sagrei	Cuba	20.0489	-75.9469	106	44.97
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	44.955
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	44.78
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	44.775
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	44.76
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	44.49
A.sagrei	sagrei	Cuba	22.6164	-83.7078	150	44.41
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	44.27
A.sagrei	sagrei	Cuba	21.3209	-78.5356	3	43.785
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	43.63
A.sagrei	sagrei	Cuba	22.6467	-83.3697	66	43.5
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	43.335
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	43.16
A.sagrei	sagrei	Cuba	23.1319	-82.1667	27	43.13
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	43.11
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	42.73
A.sagrei	sagrei	Cuba	22.4667	-80.4667	44	42.21
A.sagrei	sagrei	Cuba	22.6467	-83.3697	66	42.175
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	41.7
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	41.505
A.sagrei	sagrei	Cuba	21.2875	-78.019	95	41.13
A.sagrei	sagrei	Cuba	22.6667	-83.7167	189	41.115
A.sagrei	sagrei	Cuba	22.9036	-83.1592	21	40.99
A.sagrei	sagrei	Cuba	23.1333	-82.3667	27	40.765
A.sagrei	sagrei	Cuba	22.6467	-83.3697	66	40.755
A.sagrei	sagrei	Cuba	20.1453	-75.2061	51	39.55
