iter	posterior	log.lik	prior.mean	prior.var	mean.bm.sig.	mean.bm.the.	var.ou.sv.	var.ou.sig.	var.ou.the.	Anolis_ahli_m	Anolis_allogus_m	Anolis_armouri_m	Anolis_cybotes_m	Anolis_homolechis_m	Anolis_jubar_m	Anolis_longitibialis_m	Anolis_marcanoi_m	Anolis_mestrei_m	Anolis_ophiolepis_m	Anolis_quadriocellifer_m	Anolis_rubribarbus_m	Anolis_sagrei_m	Anolis_shrevei_m	Anolis_strahmi_m	Anolis_whitemani_m	Anolis_ahli_v	Anolis_allogus_v	Anolis_armouri_v	Anolis_cybotes_v	Anolis_homolechis_v	Anolis_jubar_v	Anolis_longitibialis_v	Anolis_marcanoi_v	Anolis_mestrei_v	Anolis_ophiolepis_v	Anolis_quadriocellifer_v	Anolis_rubribarbus_v	Anolis_sagrei_v	Anolis_shrevei_v	Anolis_strahmi_v	Anolis_whitemani_v	acc	temperature 
240	-3447.73286604535	-3365.58087322524	-52.0975325151437	-16.5041347406428	2.58288841966973	54.025806264621	0.315721309110216	4.73766950795185	3.14212474655955	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.4865459335763	45.3587208066943	55.7575217689625	50.1287378640777	51.932044302788	65.296875	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	3.981955997605	17.7953670578318	18.1122070166283	19.6150847407057	8.32488609008224	55.2405495833333	24.5111785714286	0.316666666666667	1 
250	-3449.73446774392	-3367.2602978338	-52.6925460941858	-16.231298251613	2.58288841966973	57.4648038140924	0.315721309110216	4.73766950795185	3.08236429256989	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.4865459335763	41.4989907769171	55.7575217689625	50.1287378640777	51.932044302788	65.296875	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	3.981955997605	19.3483829093713	18.1122070166283	19.6150847407057	8.32488609008224	55.2405495833333	24.5111785714286	0.316	1 
260	-3449.85332686472	-3367.4665226836	-52.4664512385504	-16.3700273782541	2.58288841966973	54.6476237269941	0.315721309110216	4.73766950795185	3.08236429256989	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.4865459335763	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.296875	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	3.981955997605	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	55.2405495833333	24.5111785714286	0.311538461538462	1 
270	-3447.86060373838	-3367.66067082621	-51.998564169327	-14.7874624290768	1.68815658787414	51.0825708859619	0.315721309110216	4.73766950795185	3.08236429256989	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.296875	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	55.2405495833333	24.5111785714286	0.311111111111111	1 
280	-3448.21635950525	-3367.73461294049	-52.0224803456325	-15.0453599053624	1.68815658787414	50.6794043284913	0.315721309110216	4.73766950795185	2.85534822633014	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.314285714285714	1 
290	-3449.65331320832	-3367.73461294049	-52.5517426916738	-15.7849131973623	2.77787068039026	53.4377509286139	0.315721309110216	4.73766950795185	2.7880603625257	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.313793103448276	1 
300	-3449.65331320832	-3367.73461294049	-52.5517426916738	-15.7849131973623	2.77787068039026	53.4377509286139	0.315721309110216	4.73766950795185	2.7880603625257	49.1032800502359	52.6209375	56.9903448275862	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	25.8149677339901	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.303333333333333	1 
310	-3449.07507209482	-3368.08127370472	-52.7108211749852	-14.7085585694904	2.77787068039026	50.0834226440966	0.418494133043156	4.73766950795185	2.9282984447291	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.309677419354839	1 
320	-3448.65681898567	-3368.08127370472	-52.5657625229394	-14.4353641123802	2.77787068039026	52.7509703970684	0.418494133043156	4.73766950795185	3.03063708690734	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.309375	1 
330	-3448.37517409833	-3368.08127370472	-52.5657625229394	-14.3281289810026	2.77787068039026	52.7509703970684	0.331776841053447	3.71460080762026	3.06666592010295	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.315151515151515	1 
340	-3448.38083835285	-3368.08127370472	-52.5764864748957	-14.3230692835683	2.77787068039026	54.5585237538297	0.331776841053447	3.71460080762026	3.03969740199564	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	47.1576923076923	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	40.4498150641026	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.311764705882353	1 
350	-3450.57577427246	-3369.18938954514	-52.6103902701677	-15.37598556748	2.77787068039026	54.63246934352	0.331776841053447	3.71460080762026	3.20600232751094	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	44.6106419550665	35.7567507381412	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	51.8574414575009	5.51022722663202	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.314285714285714	1 
360	-3449.60395620208	-3368.33035677499	-53.0556020184155	-14.8179885190123	2.77787068039026	54.63246934352	0.331776841053447	3.71460080762026	3.12607146892292	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	44.6106419550665	34.1228496203041	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	51.8574414575009	5.73387493371134	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.316666666666667	1 
370	-3450.04474936315	-3368.33035677499	-53.2672989218076	-15.04708477669	2.77787068039026	57.3995112576013	0.331776841053447	3.71460080762026	2.95348693740087	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	44.6106419550665	34.1228496203041	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	51.8574414575009	5.73387493371134	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.313513513513514	1 
380	-3450.39954217862	-3368.33035677499	-53.6917844608601	-14.9773920531107	2.77787068039026	60.2005053607029	0.331776841053447	3.71460080762026	3.16762603554391	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	44.6106419550665	34.1228496203041	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	51.8574414575009	5.73387493371134	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.313157894736842	1 
390	-3450.75076251545	-3368.33035677499	-53.6917844608601	-15.4881652050026	2.77787068039026	60.2005053607029	0.331776841053447	2.77015226765349	2.89053660118564	49.1032800502359	52.6209375	57.3659214125976	58.7746	50.2557282019508	49.5834444444444	68.1144230769231	54.1518350246069	44.6106419550665	34.1228496203041	41.4989907769171	55.6939430747452	50.1287378640777	51.932044302788	65.155813973571	56.3357142857143	39.7665764674556	31.7794075328947	30.6394647823472	48.70231890301	19.796487952449	12.386505479798	15.9301566538461	17.6042901844675	51.8574414575009	5.73387493371134	19.3483829093713	15.3776871995173	19.6150847407057	8.32488609008224	44.8560659462369	24.5111785714286	0.31025641025641	1 
