iter	posterior	log.lik	prior mean	prior var	mean.bm.sig	mean.bm.the	var.ou.sv	var.ou.sig	var.ou.the0	var.ou.the1	Anolis_ahli_m	Anolis_allogus_m	Anolis_armouri_m	Anolis_cybotes_m	Anolis_homolechis_m	Anolis_jubar_m	Anolis_longitibialis_m	Anolis_marcanoi_m	Anolis_mestrei_m	Anolis_ophiolepis_m	Anolis_quadriocellifer_m	Anolis_rubribarbus_m	Anolis_sagrei_m	Anolis_shrevei_m	Anolis_strahmi_m	Anolis_whitemani_m	Anolis_ahli_v	Anolis_allogus_v	Anolis_armouri_v	Anolis_cybotes_v	Anolis_homolechis_v	Anolis_jubar_v	Anolis_longitibialis_v	Anolis_marcanoi_v	Anolis_mestrei_v	Anolis_ophiolepis_v	Anolis_quadriocellifer_v	Anolis_rubribarbus_v	Anolis_sagrei_v	Anolis_shrevei_v	Anolis_strahmi_v	Anolis_whitemani_v	acc	temperature 
140	-3434.67337308517	-3364.82162092958	-51.7132334965931	-14.1131793840962	1.1961382228374	55.4079376847426	2.2119524253041	5.196786315138	4.01843084981003	3.18689420593585	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	35.611040003209	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	6.66333947033623	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.471428571428571	1 
150	-3435.01725457956	-3364.82162092958	-52.1242183236907	-13.7274772011904	2.5218242231955	57.7564645489311	3.00548442818705	5.10763370166006	4.08314046233488	3.18689420593585	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	35.611040003209	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	6.66333947033623	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.486666666666667	1 
160	-3437.0370787527	-3364.82162092958	-52.1242183236907	-15.3573554875317	2.5218242231955	57.7564645489311	5.23243263107466	4.55112002906046	4.04423446057032	2.89244468413769	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	35.611040003209	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	6.66333947033623	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.49375	1 
170	-3435.09682956295	-3364.82162092958	-51.7321446613407	-14.10945832905	2.0697175450764	57.7564645489311	3.94287980439263	6.63713012270565	4.22865151498104	2.90148782238237	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	35.611040003209	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	6.66333947033623	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.5	1 
180	-3436.88279017733	-3365.94119858752	-53.3446738703189	-13.0008896062891	3.08070267986201	57.7564645489311	3.94287980439263	6.154062623733	4.22717181005406	2.90148782238237	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.505555555555556	1 
190	-3435.77976609654	-3365.94119858752	-52.3754124906741	-13.0008891619735	2.25614029941935	54.039530017658	3.94287980439263	16.836548531115	4.22717181005406	2.90148782238237	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.5	1 
200	-3436.06492038538	-3365.94119858752	-52.7961764346157	-13.0008891619735	1.30397160873871	54.039530017658	3.94287980439263	16.836548531115	4.22717181005406	2.90148782238237	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.485	1 
210	-3437.59660911386	-3365.94119858752	-54.3653856700794	-13.0008891619735	0.96675839713204	53.860024938056	3.94287980439263	16.836548531115	4.22717181005406	2.90148782238237	49.4982634745743	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.9059496772015	23.0228360635466	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	27.7450219580361	0.480952380952381	1 
220	-3436.61482909325	-3366.19188815249	-52.1255551665337	-13.9030230130463	1.80510699698866	53.5330996771702	3.94287980439263	11.6005828855134	4.22717181005406	2.90148782238237	50.0886969783942	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	55.05875	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	55.0973000038445	30.7996514015051	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	18.7027753205128	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	34.6328387136057	0.481818181818182	1 
230	-3438.62475406425	-3367.8659636222	-52.4539955356952	-13.9104321451709	1.80510699698866	49.6667926396857	3.94287980439263	13.8696026530262	4.22717181005406	2.90148782238237	50.0886969783942	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.7958612592103	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	55.0973000038445	30.7996514015051	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	19.4636656898607	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	34.6328387136057	0.478260869565217	1 
240	-3438.62475312971	-3367.8659636222	-52.4539955356952	-13.9104312106304	1.80510699698866	49.6667926396857	3.94287980439263	35.7855187364939	4.22717181005406	2.90148782238237	50.0886969783942	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.7958612592103	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	55.0973000038445	30.7996514015051	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	19.4636656898607	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	34.6328387136057	0.470833333333333	1 
250	-3440.18677911232	-3369.31610452531	-52.6738634008804	-13.8024484249513	1.80510699698866	49.4108860543534	3.94287980439263	34.6500209550988	4.22717181005406	2.90148782238237	50.0886969783942	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	46.2708746213427	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	53.4067515618056	30.7996514015051	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	43.1171843635426	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	32.27738074406	0.48	1 
260	-3441.0335517913	-3369.25821984651	-53.9317174506746	-13.1536233822458	3.6329631167919	49.4108860543534	3.94287980439263	32.0660074315447	4.22717181005406	2.90148782238237	50.0886969783942	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	53.4067515618056	30.7996514015051	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	32.27738074406	0.476923076923077	1 
270	-3440.35913329402	-3368.80068862328	-53.8868326268752	-12.9816209320022	3.6329631167919	49.4108860543534	3.94287980439263	39.2932425823799	4.22717181005406	2.90148782238237	50.0886969783942	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	30.7996514015051	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.466666666666667	1 
280	-3441.07636068212	-3369.34853989641	-53.8816612815968	-13.1865524950506	3.45608678304705	49.4108860543534	3.94287980439263	39.2932425823799	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	33.4614541433838	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	9.32385035177402	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.457142857142857	1 
290	-3441.02578465695	-3368.96423910282	-53.7847854005222	-13.6171531445529	3.45608678304705	50.5866479694184	3.94287980439263	65.4707271495875	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.9903448275862	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	33.534961598644	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	25.8149677339901	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	8.04847898926482	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.458620689655172	1 
300	-3441.35810611068	-3369.59146336073	-53.7265823600507	-13.3804533808439	3.45608678304705	54.1381535302148	3.94287980439263	34.4518838036055	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	33.534961598644	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	8.04847898926482	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.453333333333333	1 
310	-3438.58087042184	-3368.11381656884	-52.093951240206	-13.9590879231525	1.93919254028588	54.1381535302148	3.94287980439263	34.4518838036055	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	34.7205465108159	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	6.83469772078352	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.445161290322581	1 
320	-3439.20154923271	-3368.11381656884	-52.7146294549613	-13.959088519264	1.93919254028588	58.8514491916811	3.94287980439263	24.6741176063474	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	34.7205465108159	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	6.83469772078352	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.44375	1 
330	-3438.70780598161	-3368.71146717092	-52.4243591361168	-13.157964984928	1.93919254028588	57.9648642294632	3.94287980439263	24.6741176063474	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.436363636363636	1 
340	-3438.70733829685	-3368.71146717092	-52.4241966209755	-13.157964984928	1.93713620751733	57.9648642294632	3.94287980439263	24.6741176063474	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	67.5138570021151	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	12.7823714245223	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.432352941176471	1 
350	-3439.39227862339	-3368.8930207708	-52.7397430927264	-13.345805239831	1.93713620751733	58.4291291344292	3.94287980439263	24.6741176063474	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	68.4659682596078	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	11.3844325198192	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.428571428571429	1 
360	-3439.56507277504	-3368.8930207708	-52.9125375372501	-13.3458049469565	1.93713620751733	59.2187442041946	3.94287980439263	30.1849577788688	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	68.4659682596078	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	11.3844325198192	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.425	1 
370	-3439.56507199365	-3368.8930207708	-52.9125375372501	-13.3458041655759	1.93713620751733	59.2187442041946	3.94287980439263	44.8877241082492	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	68.4659682596078	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	51.175	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	11.3844325198192	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.58635625	55.2405495833333	29.7356757120881	0.416216216216216	1 
380	-3441.79716957073	-3370.55330987236	-53.3928503773481	-13.4689059412029	1.71952387344593	61.6325770249145	3.94287980439263	73.6721098797807	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	68.4659682596078	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	52.5804725521401	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	11.3844325198192	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.0214494806568	55.2405495833333	29.7356757120881	0.418421052631579	1 
390	-3441.73704516553	-3370.55330987236	-53.3210524507702	-13.4689072688882	1.80104451626488	61.6325770249145	3.94287980439263	48.8259887745504	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	68.4659682596078	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	52.5804725521401	65.296875	54.1446835834683	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	11.3844325198192	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.0214494806568	55.2405495833333	29.7356757120881	0.412820512820513	1 
400	-3448.05892075618	-3376.95641875607	-53.3465783151781	-13.2289596188219	2.66242163671752	61.6325770249145	3.94287980439263	49.3912469333624	4.22717181005406	2.90148782238237	47.9604492528401	52.0245700459681	56.7068464497951	58.7746	50.134197761194	49.5834444444444	68.4659682596078	53.8118552062765	47.9106088510617	34.9627641884263	45.031	54.5890735002994	50.1287378640777	52.5804725521401	65.296875	63.5521773850804	33.7321093131406	29.0971347689502	19.0466972518112	48.70231890301	20.187161807186	12.386505479798	11.3844325198192	15.080061041073	34.6550750330357	8.65245443918779	14.0302925	24.3426902634093	19.6150847407057	10.0214494806568	55.2405495833333	25.7076031292383	0.41	1 
